Feature_1_city_match,Feature_4_ZCSC,Feature_5,Feature_6,Feature_8_unknow_flag,Feature_8_IOS_flag,Feature_8_android_flag,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_21,Feature_25,Feature_27,Feature_31,Feature_33,Feature_38,Feature_47,Feature_51,Feature_55,Feature_58,Feature_64,Feature_66,Feature_68,Feature_73,Feature_75,Feature_77,Feature_80,Feature_82,Feature_87,Feature_88,Feature_91,Feature_99,Feature_100,Feature_106,Feature_108,Feature_109,Feature_110,Feature_112,Feature_113_zhuanche_PayPer_12,Feature_122,Feature_123,Feature_125,Feature_127,Feature_131,Feature_135,Feature_136,Feature_143,Feature_148,Feature_168,Feature_169,Feature_173,Feature_177,Feature_183,Feature_189,Feature_192,Feature_193,Feature_205,Feature_206,Feature_209,Feature_213,Feature_216,Feature_232,Feature_233,Feature_241,Feature_242,Feature_256,Feature_257,Feature_318,Feature_330,Feature_334,Feature_338
0,38.0333,1,-99,1,0,0,0,0,11,11,-99,0,0,13.3,2.66,4.7591,2.1,1.3333,0,0,0,2,0.0455,2,0.2755,31.45,85,0.3562,1,0.3,0,7,337.51,502.15,67.26,466.71,35.81,67.26,466.71,0,0.7913,0.9138,0,0,67.26,0,0,5,14,0,0,25,1,1,0,0,0,2,0,0.0833,1,0,0,0,0.9545,3,-99,-99,0,0,0.2273,0.2273
1,38.0667,1,-99,0,0,1,0,0,-99,-99,1,0,0,2.8,2.8,2.8,0,0,0,0,0,1,0,1,1,13,0,1,1,1,0,1,13,13,13,13,0,13,13,0,1,1,13,0,0,0,0,2,2,0,0,2,1,1,0,0,0,1,0,0.5,0,0,1,1,0,0,-99,-99,0,0,1,1
1,38.0667,1,31,0,0,1,1,0,15.5,15.5,1,2,0.0571,131.37,5.9714,7.5363,5.2,4.3333,0,0,0,2,0.0571,13,0.3163,313.14,134.65,0.3507,12,0.3107,0,22,602.79,858.51,426.66,850.87,62.13,409.2,833.41,0.020520173,0.9393,0.9441,43.65,383.01,0,0,0,15,39,0.1071,0.0857,45,0.9783,0.9545,1,0.0256,0.0217,10,0.125,0.2222,4,0.1071,0,0,0.8857,4,0,0,0,0,0.4857,0.5143
1,38.0333,1,33,0,1,0,1,1,18,20,1,92,0.2486,260.34,6.0544,7.6238,6.7,4.5119,0.0189,0.0862,0.0288,7,0.1,9,0.1783,308.83,528.33,0.1883,7,0.1759,0,66,121.56,908.3,1527.58,13660.83,0,43.4,902.81,0.933912508,0.8936,0.8614,0,261.73,1265.85,0,0,32,140,0,0,40,0.0858,0.0698,426,0.8857,0.9142,79,0.0625,0.1759,0,0,1,1,0,9,0.0233,0.0288,0,0,0.0514,0.0514
1,38.0333,1,-99,0,0,1,0,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,1,-99,0,0,1,0,0,12,12,1,7,0.1045,75.97,5.4264,8.46,3.1,2.74,0.0448,0.0954,0,1,1,1,0.2447,9,127.77,0.3179,1,0.2531,0,31,844.51,1489.22,173.01,1393.33,82.29,173.01,1393.33,0,0.8862,0.9234,0,0,173.01,0,0,13,39,0.0811,0.0746,76,1,1,0,0,0,9,0,0.1184,0,0,0,0,1,4,-99,-99,0,0,0.2537,0.2537
1,38,1,28,0,1,0,0,0,19,20,1,20,0.1905,295.43,7.9846,7.0337,4,2.2,0.0095,0.0198,0,5,0.1905,1,0.2378,12.74,297.11,0.2507,1,0.2359,0,34,1569.01,2487.1,933.03,2391.82,406.31,933.03,2375.9,0.006656019,0.9544,0.9433,0,47.37,885.66,0,0,24,83,0.0656,0.0571,141,0.993,1,1,0,0.007,34,0.2222,0.2446,2,0.0328,0,0,0.981,15,0,0,0.0095,0,0.4952,0.5143
1,37.9667,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37.9667,1,31,0,1,0,0,1,-99,-99,1,2,0.0196,22.6,22.6,13.3815,0,4.9,0.098,0.2,0,11,0.4608,0,0.392,0,38.79,0.4287,0,0.3879,0,24,1241.26,3972.9,56.06,3826.66,0,56.06,3731.81,0.024786629,0.8499,0.937,0,56.06,0,0,0,1,46,0,0.1078,114,0.9828,1,2,0.0217,0.0172,12,0,0.1053,0,0,1,1,0,0,0,0,0.0098,0.0294,0.8137,0.8529
0,37.9,1,-99,0,1,0,0,0,11,11,1,2,0.1176,34.65,4.95,6.5671,0,0,0.0588,0.2788,0,3,0.5294,3,0.2813,35.42,14.87,0.2882,3,0.2813,0,5,127.68,357.88,105.33,345.91,46,105.33,345.91,0,0.9337,0.9414,105.33,0,0,0,0,9,13,0.125,0.0588,25,1,1,0,0,0,8,0.3333,0.32,17,1,0,0,0,2,-99,-99,0,0,0.4118,0.4118
1,37.9,1,32,0,1,0,1,1,-99,-99,1,0,0,0,0,8.25,0,0,0,0,0,1,0,0,1,0,0,-99,0,1,0,1,38.48,112.48,0,53.9,0,33.86,113.36,0,0,0,33.86,0,0,0,2,0,1,0,0.25,4,1,0,0,0,0,0,0,0,1,1,0,0.75,0,0,0,0,0,0,0,0
1,37.9,1,38,0,1,0,1,1,-99,-99,1,0,0,0,0,11.86,0,0,0,0,0,1,0,0,-99,0,0,-99,0,-99,0,0,0,46.68,0,46.68,0,0,46.68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,27.6667,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37.8667,1,42,0,1,0,1,1,-99,-99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,37.9,1,33,0,1,0,0,1,10,18,1,23,0.055,2758.41,27.8627,24.9874,6.2,3.4486,0.0215,0.0442,0.0047,8,0.1292,20,0.1755,1970.32,4035.11,0.1818,17,0.1764,0,164,11027.75,18325.17,10778.18,40413.18,2989.1,5433.55,17887.6,0.557382022,0.968,0.9756,1717.95,4554.32,4505.91,0.4,0,50,256,0,0.0239,321,0.6257,0.6465,192,0.4063,0.3743,94,0.1395,0.1836,1,0,1,0.9976,0,17,0.0202,0.0141,0.0048,0,0,0.0048
0,25.1,1,-99,0,0,1,0,0,8,10,1,0,0,17.8,5.9333,7.6375,0,0,0,0,0,1,0,0,0.2778,0,59.12,0.2879,0,0.2778,0,6,155.55,200.32,68.9,221.17,24.83,39.87,192.14,0.1312565,0.8347,0.9143,0,68.9,0,0,0,2,7,0,0,8,0.8889,0.6667,1,0.1429,0.1111,1,0.3333,0.1111,1,0,0,0,0.875,1,-99,-99,0,0.25,0.5,0.75
0,37.8333,1,21,0,0,1,0,0,-99,-99,1,0,0,0,0,5.2,0,0,0,0,0,1,1,0,-99,0,0,-99,0,-99,0,0,0,15.64,0,12.82,0,0,12.82,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0.6667,0,0,0,1,0,0,0,0,0,0,0,0
1,16.9333,1,-99,1,0,0,1,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37.8,1,-99,0,1,0,0,0,14.5,15,1,10,0.1613,32.8,4.1,3.7182,0,2.6667,0,0,0,1,0,2,0.2041,18.26,22.5,0.2038,2,0.2083,0,8,133.11,582.18,65.63,487.09,20.17,65.63,487.09,0,0.8213,0.8426,0,0,65.63,0,0,6,16,0,0,74,1,1,0,0,0,11,0.25,0.1507,0,0,1,1,0,2,-99,-99,0,0,0.1774,0.1774
1,37.8,1,36,0,1,0,0,1,-99,-99,1,0,0,0,0,7.027,0,0,0,0,0,1,0,0,-99,0,0,-99,0,-99,0,0,0,216.41,0,190.21,0,0,190.21,0,0,0,0,0,0,0,0,1,2,0,0.4,16,1,0,0,0,0,6,0,0.375,3,0,0,0.7,0,0,0,0,0,0.1,0.8,0.9
1,37.8,1,-99,0,1,0,0,0,-99,-99,1,15,0.4688,157.3,13.1083,9.6844,0,0,0,0,0,2,0.0313,3,0.44,164.31,131.97,0.4065,3,0.44,0,12,853.58,1299.27,530,1032.26,0,530,1103.04,0,0.9332,0.9404,530,0,0,0,3,10,22,0,0,46,1,1,0,0,0,12,0,0.2727,32,1,0,0,0,0,-99,-99,0,0,0.3438,0.3438
1,37.8333,1,-99,0,1,0,0,0,9,9,1,4,0.0755,117.06,9.0046,8.8653,2.5,3.65,0.0566,0.1894,0.0345,2,0.0377,2,0.239,134.15,79.99,0.2168,2,0.1972,0,13,743.53,1467.88,378.68,1617.71,226.03,378.68,1449.58,0.103930865,0.9725,0.978,99.65,0,279.03,0.1,0,15,41,0.0345,0.0189,72,0.9863,1,1,0,0.0137,20,0.2857,0.274,28,0.7586,0,0,0.4717,7,0,0,0.0566,0,0.1887,0.2642
1,37.8,1,-99,1,0,0,0,0,8,8,-99,5,0.0877,82.2,3.288,3.4472,0,0,0,0,0,1,0,8,0.1927,84.65,54.03,0.1811,8,0.1852,0,36,450.45,482.26,203.57,459.31,71.11,203.57,459.31,0,1,0.9675,0,183.51,20.06,0,0,27,74,0,0,79,1,1,0,0,0,21,0.1667,0.2692,23,0.3704,0,0,0.5965,9,-99,-99,0,0,0.7368,0.7544
0,37.8,1,-99,1,0,0,0,0,13,13,-99,6,0.1935,5.7,5.7,4.0803,0,4.4,0,0,0,2,0.6774,0,0.4321,0,31.25,0.4008,0,0.3469,0,13,201.89,366.2,7.89,350.12,7.89,7.89,350.12,0,0.8493,0.9788,7.89,0,0,0,0,2,24,0,0,40,1,1,0,0,0,8,0,0.2051,31,1,0,0,0,1,0,0.0556,0,0,0.6129,0.6129
1,37.7667,1,-99,1,0,0,0,0,17.5,19,-99,3,0.1154,41,5.125,6.6542,3.6,3.6,0.0769,0.1343,0,5,0.4615,3,0.3248,34.87,0,0.3667,3,0.3368,0,11,473.52,488.52,157.28,546.14,25,59.87,438.54,0.197019079,0.8252,0.8704,0,157.28,0,0,0,7,26,0,0,24,0.8889,0.75,3,0.1154,0.1111,1,0.1667,0.037,0,0,0,0,1,4,-99,-99,0,0,0.4231,0.4231
1,37.7667,1,-99,0,0,1,0,0,0,0,1,1,0.1111,15.54,7.77,6.1,0,0,0,0,0,2,0.1111,1,0.3333,29.9,32.79,0.3543,1,0.3333,0,2,85.91,219.59,47.27,210.54,17.37,47.27,210.54,0,0.9555,0.9319,29.9,0,17.37,0,0,3,4,0.3333,0.3333,14,1,1,0,0,0,5,0,0.3571,6,0.6667,0,0,0.3333,1,-99,-99,0,0,0.4444,0.4444
0,37.7667,1,-99,0,1,0,1,1,13,17,1,10,0.1053,782.4,8.2358,8.2358,5.8,1.8,0.0316,0.1014,0.0105,2,1,30,0.4269,1297.15,0,0.5067,26,0.4527,0,66,1452.55,1452.55,4051.73,4051.73,317.33,1449.17,1449.17,0.642333028,0.9803,0.9803,389.97,0,3661.76,0,0,39,110,0,0,55,0.5,0.4632,55,0.5,0.5,15,0.0926,0.1364,0,0,0.9474,0.9474,0.0526,18,-99,-99,0,0,0.0421,0.0421
1,37.7667,0,46,0,1,0,0,0,11.5,14,1,2,0.0105,255.1,5.2061,5.455,7.3,3.5125,0,0,0,1,0,16,0.1892,220.8,91.21,0.1938,7,0.1848,0,70,1138.87,2411.57,594.64,2227.81,195.9,594.64,2227.81,0,0.9855,0.9075,8.9,251.41,334.33,1.1,0,40,103,0,0,209,1,1,0,0,0,7,0,0.0354,7,0.0449,0,0.2251,0.7382,14,0,0.0112,0,0,0,0
1,37.7333,1,-99,0,0,1,0,1,-99,-99,1,1,0.0345,0,0,7.1531,0,2.6,0,0,0,1,0,0,0.625,0,12.2,0.5618,0,0.625,0,4,47.9,520.18,0,380.1,0,0,380.1,0,0,0.7856,0,0,0,0,0,0,5,1,0.5862,32,1,0,0,0,0,3,0,0.0938,0,0,1,1,0,0,0,-99,0,0,0.3793,0.3793
1,33.7,0,22,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,37.7,1,-99,0,0,1,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37.7,1,-99,0,1,0,0,0,-99,-99,1,0,0,7.8,7.8,4.8,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,21.32,77.84,21.32,72.54,0,21.32,72.54,0,1,1,0,21.32,0,0,0,1,2,0,0.2,15,1,1,0,0,0,9,0,0.6429,0,0,1,1,0,0,0,0,0,0,1,1
1,37.6667,1,-99,0,0,1,0,1,10,16.5,1,55,0.0768,1322.84,9.8719,10.0286,5.3,2.0778,0,0,0,4,0.0405,22,0.1882,572.69,3533.97,0.2055,18,0.1876,0,288,12098.36,20797.76,3486.11,19864.1,1259.68,3486.11,19864.1,0,0.9681,0.9579,32.2,3453.91,0,0.4,0,67,433,0.0233,0.0265,815,1,1,0,0,0,96,0.1429,0.1182,0,0,1,1,0,22,0,0,0.0014,0,0.9204,0.9218
1,35.6667,1,27,0,1,0,0,1,11,11,1,7,0.0483,389.5,10.25,8.6881,11.6,2.9333,0.0069,0.004,0,4,0.131,9,0.1762,186.95,268.02,0.2078,8,0.1936,0,46,1471.75,2989.7,931.34,2812.68,337.13,931.34,2812.68,0,0.9562,0.9554,417.35,513.99,0,1.1,0,35,81,0,0,182,1,1,0,0,0,32,0.2105,0.1808,21,0.087,0.913,0.7034,0.1517,13,0,0,0,0.0069,0.1241,0.131
1,37.6,0,33,0,1,0,0,0,11,12,2,0,0,85.92,8.592,7.3244,0,0,0,0,0,2,0.04,3,0.2245,80.98,55.75,0.2303,3,0.2245,0,7,346.27,569.94,245.09,534.61,101.89,245.09,534.61,0,0.918,0.9368,245.09,0,0,0,0,9,18,0.0714,0.08,32,1,1,0,0,0,7,0.1667,0.2188,13,0.6429,0.3571,0.48,0,3,-99,-99,0,0,0.16,0.16
1,37.6,1,-99,0,0,1,0,0,19.5,19.5,1,0,0,5.3,2.65,2.65,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,18.77,18.77,8.17,8.17,8.17,8.17,8.17,0,0.4353,0.4353,5.4,0,2.77,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,1,0.5,0.5,0.5,0,2,-99,-99,0,0,0.5,0.5
0,37.5667,0,29,0,1,0,0,0,17,17,1,0,0,38.3,7.66,4.7611,0,0,0,0,0,2,0.2963,1,0.2656,7,66.58,0.3297,1,0.2663,0,13,212.82,352.6,95.81,330.09,88.81,95.81,330.09,0,0.9236,0.9506,0,0,95.81,0,0,8,27,0,0.1852,39,1,1,0,0,0,11,0.2,0.2895,8,0.5,0.5,0.7037,0,4,0,0,0,0,0.3333,0.3333
0,37.5667,1,25,0,0,1,1,0,-99,-99,2,17,0.1753,0.2,0.2,6.9515,11,3.85,0,0,0,5,0.4227,0,0.4549,0,95.84,0.4416,0,0.4225,0,56,1408.17,2096.68,4.25,2057.6,0,4.25,2018.42,0.019041602,0.85,0.9609,0,4.25,0,0,0,1,94,0,0,121,0.9837,1,2,0,0.0163,26,0,0.2114,0,0,1,1,0,0,0,0.0267,0,0,0.0412,0.0412
0,36.3333,1,-99,0,0,1,0,0,13,14,2,3,0.0395,8.9,2.9667,9.0887,4.5,2.25,0,0,0.0333,3,0.2763,0,0.2844,0,245.55,0.3577,0,0.2704,0,15,801.15,2065.19,17,2026.6,7.63,17,2026.6,0,0.7727,0.9548,17,0,0,0,0,5,39,0.0333,0.0132,142,1,1,0,0,0,63,0,0.4532,0,0,1,1,0,1,0,0.0333,0.0526,0.0132,0.3947,0.4605
0,37.5667,1,29,0,0,1,0,0,18,18,2,0,0,105.44,3.0126,2.6014,0,1.4,0,0,0,2,0.2035,15,0.2135,174.96,251.43,0.2093,9,0.1918,0,84,1097.76,2028.75,342.36,1989.03,66.2,342.36,1989.03,0,1,0.9885,0,21.03,321.33,0,0,19,149,0,0.0346,280,1,1,0,0,0,46,0,0.1661,1,0.0082,0.9918,0.9957,0,5,0,0.0082,0,0,0.4416,0.4416
1,27.2,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,9.9633,0,0,0,0,0,1,0,0,-99,0,0,-99,0,-99,0,0,0,67,0,64.96,0,0,64.96,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0.25,3,0,0,0,0,0,0,0,0,0,1,1
1,37.5,1,-99,1,0,0,0,1,12,13.5,-99,0,0,15.4,5.1333,3.86,0,0,0.1429,0.2846,0,3,0.4286,0,1,0,0,1,0,1,0,1,54.83,111.83,54.83,108.63,54.83,54.83,108.63,0,1,1,0,0,54.83,0,0,2,3,0,0.1429,8,1,1,0,0,0,1,0,0.125,7,1,0,0,0,2,-99,-99,0,0,0.2857,0.2857
1,37.5,1,-99,0,0,1,0,0,9,9,2,0,0,60.6,5.5091,7.109,0,1.2,0,0,0,4,0.6774,4,0.1909,65.29,44.39,0.1827,4,0.1942,0,20,328.55,548.35,159.57,508.07,27.89,167.29,515.79,0,0.9694,0.9671,132.01,35.28,0,0,1,10,42,0,0,58,1,1,0,0,0,27,0.25,0.4655,0,0,1,1,0,3,-99,-99,0.0323,0,0.2581,0.2903
1,37.4667,1,-99,0,1,0,0,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37.3667,1,32,0,1,0,1,0,-99,-99,1,0,0,0,0,7.3217,0,0,0,0,0,1,0,0,0.5,0,51.8,0.6117,0,0.5,0,2,73.65,279.44,0,243.7,0,0,243.7,0,0,0.9552,0,0,0,0,0,1,3,0.5,0.6667,24,1,0,0,0,0,10,0,0.4545,0,0,1,1,0,0,0,0,0.0833,0,0.1667,0.25
1,37.4,1,-99,1,0,0,0,0,15.5,17,-99,1,0.0063,221.4,4.5184,4.2249,1.7,1.7,0,0,0,1,0,16,0.1724,188.41,218.51,0.1712,11,0.1744,0,66,1136.5,1707.35,531.88,1523.39,166.29,531.88,1523.39,0,0.9454,0.9226,0,0,531.88,0,0,32,106,0,0.025,168,1,1,0,0,0,8,0.1111,0.0476,0,0,0,0,1,12,-99,-99,0,0,0.0188,0.0188
0,37.3333,1,-99,0,0,1,0,0,17,17,1,0,0,35.09,11.6967,10.9056,0,0,0,0,0,2,0.1875,0,0.2245,0,18.64,0.3493,0,0.2245,0,5,185.06,485.4,101.74,466.62,7,101.74,466.62,0,0.9714,0.9613,101.74,0,0,0,0,3,7,0,0,20,1,1,0,0,0,3,0,0.1579,16,1,0,0,0,1,-99,-99,0,0,0.9375,0.9375
1,37.2333,1,-99,0,1,0,1,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37.2,1,-99,1,0,0,1,1,9,9,-99,1,0.0313,52.25,13.0625,10.3519,0,3.675,0.0313,0.088,0,13,0.5625,0,1,0,0,1,0,1,20,4,162.2,859.47,161.6,898.19,161.6,161.6,829.9,0.076030684,0.9963,0.9963,0,0,161.6,0,0,6,7,0.25,0.1563,47,0.9792,1,1,0,0.0208,16,0.4286,0.3333,32,1,0,0,0,4,-99,-99,0,0,0.125,0.125
0,37.1667,1,-99,0,0,1,0,0,19,19,1,1,0.0476,149.79,16.6433,9.8086,2,2,0,0,0.0909,2,0.0476,2,0.2893,462.96,6.38,0.6855,2,0.26,0,7,574.44,716.77,551.81,701.8,64.75,551.81,701.8,0,1,0.9844,0,551.81,0,0,0,9,14,0,0,25,0.9615,1,1,0.0714,0.0385,3,0.1667,0.125,0,0,1,1,0,5,0.1111,0.0909,0,0,0.8571,0.8571
1,37.2,1,25,0,1,0,1,1,-99,-99,2,1,0.0667,49.4,12.35,10.25,1.8,0.975,0,0,0.0769,2,0.0667,0,0.3609,0,81.45,0.3529,0,0.3609,0,9,268.55,294.08,149.95,387.02,0,26.4,263.47,0.319234148,0.8185,0.8675,49.1,0,100.85,0,0,4,21,0.2308,0.2667,22,0.8462,0.25,4,0.1905,0.1538,10,0,0.4,6,0.4615,0.5385,0.6,0,0,-99,-99,0,0,0.4,0.4
1,37.2,1,-99,0,1,0,0,1,9,12,1,1,0.125,11.3,5.65,2.9938,1.7,0.9,0,0,0,1,0,0,0.5556,0,5.1,0.7452,0,0.5556,0,1,34.93,68.55,28.93,56.65,28.93,28.93,56.65,0,1,0.9742,28.93,0,0,0,0,1,4,0,0,9,1,1,0,0,0,0,0,0,8,1,0,0,0,1,0.5,0.3333,0,0,0.375,0.375
1,37.1333,1,-99,0,1,0,0,1,17,17,1,4,0.2667,20.2,6.7333,7.476,0,0,0,0,0,4,0.3333,1,0.2066,18.29,59.32,0.2131,1,0.2066,0,8,183.19,285.99,60.62,325.07,12.3,60.62,258.8,0.203863783,0.9211,0.8331,0,0,60.62,0,0,3,12,0,0,13,0.8125,1,3,0.25,0.1875,1,0,0.0625,0,0,0,0,1,1,-99,-99,0,0,0.0667,0.0667
0,37.1667,1,-99,0,1,0,0,1,-99,-99,1,0,0,0,0,16.7,0,0,0,0,0,1,0,0,-99,0,0,-99,0,-99,0,0,0,81.44,0,81.44,0,0,81.44,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,37.1,1,22,0,1,0,0,0,16.5,16.5,2,1,0.0132,138.37,6.9185,9.9434,5.7,1.7455,0.0132,0.0085,0.0182,2,0.0132,7,0.196,84.1,146.8,0.2087,4,0.2096,20,46,1082.53,1460.51,326.77,1249.52,80.79,288.43,1156.62,0.07434855,0.9346,0.8225,310.47,16.3,0,2,0,22,72,0.5273,0.6053,99,0.9612,0.9,4,0.0556,0.0388,25,0.3333,0.2475,59,0.9636,0,0,0.2237,6,0,0,0.0263,0.0789,0.3816,0.5658
1,37.0667,1,-99,0,0,1,0,1,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,1,31,0,1,0,1,0,-99,-99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36.9667,1,-99,0,0,1,0,1,8,8,2,7,0.0249,623.91,6.4991,6.2113,4.8,1.5575,0,0,0.006,1,0,19,0.1818,552.16,420.26,0.1795,11,0.1976,9,139,2301.69,3942.81,1688.29,4269.45,439.02,1274.08,3664.14,0.141777044,0.9568,0.9406,1688.29,0,0,0.7,0,61,280,0.0119,0.0071,401,0.8833,0.8854,53,0.1643,0.1167,165,0.175,0.37,0,0,1,1,0,23,0.0104,0.0119,0,0,0.4804,0.4804
1,35.0333,1,-99,0,0,1,0,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,1,31,0,1,0,0,0,10,10,1,2,0.0196,575.21,18.5552,17.5138,0,0,0,0,0,1,0,8,0.1996,349.61,300.02,0.2023,4,0.24,0,49,2961.52,5099,1497.14,4393.75,756.77,1497.14,4393.75,0,0.9597,0.9075,1497.14,0,0,0.9,0,25,66,0.2679,0.3824,119,1,1,0,0,0,16,0,0.1356,0,0,1,1,0,12,-99,-99,0,0,0.9608,0.9608
0,36.9667,1,24,0,1,0,1,0,14,18,1,4,0.0154,392,4.6118,6.3648,2.2,1.15,0,0,0,3,0.0077,18,0.1984,187.6,404.45,0.1999,2,0.1987,40,143,3224.31,4478.1,817.8,3349.26,133.96,817.8,3308.16,0.012271367,0.6747,0.7086,347.72,470.08,0,0,0,52,321,0.845,0.7731,403,0.9951,1,2,0.0031,0.0049,139,0.25,0.3484,0,0,1,1,0,7,0,0.01,0.0038,0,0.0538,0.0577
1,36.9,1,-99,1,0,0,0,0,14,14,-99,15,0.4545,18,18,6.6515,0,0.9,0,0,0,1,0,0,0.3333,0,37.88,0.3359,0,0.3333,0,3,140.54,851.85,46.5,833.63,46.5,46.5,846.63,0,0.8857,0.9216,0,0,46.5,0,0,3,12,0,0,49,1,1,0,0,0,16,0,0.3265,14,0,0,0,0.5758,1,-99,-99,0,0,0.2121,0.2121
1,36.9333,1,36,0,1,0,0,0,9,20,1,7,0.0227,745.51,5.1772,4.9939,3.7,3.6,0.0065,0.02,0,13,0.165,41,0.1802,711.92,429.24,0.1909,33,0.1779,1,170,4007.55,4887.64,1673.53,3741.74,563.81,1673.53,3309.89,0.115414219,0.6898,0.6643,0,1673.53,0,0.2,0,70,311,0.166,0.1812,393,0.98,1,8,0,0.02,85,0.1071,0.2157,2,0.004,0,0,0.9935,22,0.0069,0.004,0.0032,0.0129,0.6214,0.644
1,35.5333,0,37,0,1,0,1,0,-99,-99,1,0,0,2.2,2.2,4.4719,0,1.45,0,0,0,1,0,1,0.5,10,16.86,0.5326,1,0.5,0,1,27.57,235.9,10,228.79,0,10,228.79,0,1,0.9742,0,0,0,0,0,1,2,0,0.0625,18,1,1,0,0,0,2,0,0.1111,0,0,1,1,0,0,-99,-99,0,0,0.625,0.625
1,36.9,1,30,0,1,0,0,1,14,14,1,4,0.0206,314.59,6.6934,7.6413,0.8,0.78,0.0103,0.0223,0,3,0.0258,14,0.1874,221.99,494.3,0.1983,14,0.1871,0,99,2161.37,3949.22,842.45,3799.14,363.26,815.95,3772.64,0.006975263,0.995,0.9839,842.45,0,0,0.9,0,25,141,0.0427,0.0258,230,0.9957,0.9787,1,0.0071,0.0043,35,0.1,0.1528,0,0,1,1,0,11,0,0.0171,0,0,0.3093,0.3093
